customer_id,month,revenue
270,2025-06,60.72
271,2025-06,137.71
272,2025-06,78.27
273,2025-06,132.33
274,2025-06,117.86
275,2025-06,178.44
276,2025-06,160.13
277,2025-06,123.66
278,2025-06,165.83
279,2025-06,140.54
280,2025-06,116.32
281,2025-06,165.58
282,2025-06,79.1
283,2025-06,74.39
284,2025-06,113.7
285,2025-06,118.92
286,2025-06,61.26
287,2025-06,162.97
288,2025-06,88.63
289,2025-06,109.13
290,2025-06,158.26
291,2025-06,174.35
292,2025-06,137.68
293,2025-06,166.31
294,2025-06,172.69
295,2025-06,125.19
296,2025-06,134.67
297,2025-06,98.35
298,2025-06,102.94
299,2025-06,99.3
300,2025-06,151.93
301,2025-06,158.26
302,2025-06,117.06
303,2025-06,125.27
304,2025-06,85.05
305,2025-06,103.11
306,2025-06,135.77
307,2025-06,123.73
308,2025-06,92.39
309,2025-06,77.82
310,2025-06,128.98
311,2025-06,66.41
312,2025-06,133.31
313,2025-06,138.86
314,2025-06,89.59
315,2025-06,85.6
316,2025-06,99.87
317,2025-06,126.78
318,2025-06,85.37
319,2025-06,115.6
320,2025-06,78.84
321,2025-06,173.18
322,2025-06,110.53
323,2025-06,68.53
324,2025-06,165.56
325,2025-06,65.97
326,2025-06,163.56
327,2025-06,95.84
328,2025-06,164.78
329,2025-06,150.0
330,2025-06,97.03
331,2025-06,168.19
332,2025-06,159.56
333,2025-06,161.64
334,2025-06,62.98
335,2025-06,177.43
336,2025-06,87.25
337,2025-06,100.16
338,2025-06,87.0
339,2025-06,155.88
340,2025-06,142.49
341,2025-06,87.6
342,2025-06,67.96
343,2025-06,119.61
344,2025-06,164.56
345,2025-06,88.67
346,2025-06,60.17
347,2025-06,67.67
348,2025-06,111.13
349,2025-06,86.18
350,2025-06,135.59
351,2025-06,61.54
352,2025-06,69.46
353,2025-06,88.15
354,2025-06,96.28
355,2025-06,118.99
356,2025-06,149.97
357,2025-06,117.04
358,2025-06,101.99
359,2025-06,119.75
360,2025-06,169.38
361,2025-06,147.75
362,2025-06,97.53
363,2025-06,118.65
364,2025-06,100.66
365,2025-06,161.7
366,2025-06,168.07
367,2025-06,66.23
368,2025-06,136.8
369,2025-06,134.22
370,2025-06,143.82
371,2025-06,127.89
372,2025-06,166.78
373,2025-06,102.77
374,2025-06,89.37
375,2025-06,86.28
376,2025-06,124.6
377,2025-06,177.06
378,2025-06,111.84
379,2025-06,92.28
380,2025-06,164.64
381,2025-06,150.47
382,2025-06,60.76
383,2025-06,133.67
384,2025-06,123.63
385,2025-06,150.85
386,2025-06,94.14
387,2025-06,92.83
388,2025-06,177.31
389,2025-06,161.21
390,2025-06,166.18
391,2025-06,95.04
392,2025-06,116.47
393,2025-06,143.26
394,2025-06,177.07
395,2025-06,107.83
396,2025-06,137.68
397,2025-06,151.99
398,2025-06,110.12
399,2025-06,76.91
400,2025-06,111.75
401,2025-06,148.36
402,2025-06,78.88
403,2025-06,167.04
404,2025-06,142.15
405,2025-06,68.79
406,2025-06,156.05
407,2025-06,161.06
408,2025-06,66.7
409,2025-06,122.67
410,2025-06,136.51
411,2025-06,60.6
412,2025-06,80.51
413,2025-06,165.7
414,2025-06,146.33
415,2025-06,92.12
416,2025-06,80.17
417,2025-06,144.13
418,2025-06,115.27
419,2025-06,166.53
420,2025-06,163.83
421,2025-06,171.63
422,2025-06,82.09
423,2025-06,102.39
424,2025-06,92.99
425,2025-06,138.36
426,2025-06,83.37
427,2025-06,96.24
428,2025-06,136.89
429,2025-06,104.14
430,2025-06,139.34
431,2025-06,137.33
432,2025-06,72.18
433,2025-06,109.83
434,2025-06,179.83
435,2025-06,107.49
436,2025-06,105.84
437,2025-06,157.03
438,2025-06,144.29
439,2025-06,165.76
440,2025-06,153.78
441,2025-06,130.29
442,2025-06,139.0
443,2025-06,155.38
444,2025-06,74.67
445,2025-06,106.9
446,2025-06,94.94
447,2025-06,132.34
448,2025-06,105.98
449,2025-06,176.04
450,2025-06,155.49
451,2025-06,138.33
452,2025-06,113.73
453,2025-06,177.11
454,2025-06,108.48
455,2025-06,68.95
456,2025-06,97.21
457,2025-06,91.58
458,2025-06,106.11
459,2025-06,61.98
460,2025-06,68.56
461,2025-06,166.17
462,2025-06,76.43
463,2025-06,127.0
464,2025-06,169.18
465,2025-06,116.44
466,2025-06,108.25
467,2025-06,95.64
468,2025-06,72.35
469,2025-06,117.02
470,2025-06,150.49
471,2025-06,63.31
472,2025-06,149.2
473,2025-06,86.41
474,2025-06,156.96
475,2025-06,116.28
476,2025-06,175.92
477,2025-06,110.52
478,2025-06,138.98
479,2025-06,113.29
480,2025-06,121.74
481,2025-06,84.11
482,2025-06,84.65
483,2025-06,118.16
484,2025-06,135.61
485,2025-06,88.33
486,2025-06,143.55
487,2025-06,175.05
488,2025-06,115.06
489,2025-06,162.02
490,2025-06,155.86
491,2025-06,170.94
492,2025-06,96.69
493,2025-06,157.41
494,2025-06,72.88
495,2025-06,83.46
496,2025-06,62.4
497,2025-06,133.64
498,2025-06,175.64
499,2025-06,125.68
500,2025-06,164.08
